id,department,priority,status,staff_id,created_at,resolved_at,complexity
278,PEDS,Low,Resolved,74,2025-07-11 12:41:19.204340,2025-07-12 16:42:24.506106,1
279,CARD,Medium,Resolved,93,2025-07-12 05:10:19.204340,2025-07-12 11:06:58.082852,8
280,SURG,Medium,Resolved,39,2025-03-25 06:48:19.204340,2025-03-25 20:36:37.495683,7
281,SURG,Medium,Resolved,43,2025-03-31 22:35:19.204340,2025-04-01 23:28:41.701658,5
282,RAD,High,Resolved,80,2025-05-11 22:05:19.204340,2025-05-12 02:43:03.236378,6
283,SURG,Medium,Resolved,34,2025-10-18 07:53:19.204340,2025-10-19 12:24:11.300643,2
284,CARD,High,Resolved,105,2025-07-19 06:18:19.204340,2025-07-19 13:40:02.515119,8
285,ICU,Low,Resolved,26,2026-02-21 00:22:19.204340,2026-02-21 16:13:23.092299,4
286,ER,Medium,Resolved,5,2025-11-07 04:01:19.204340,2025-11-07 17:45:43.603811,3
287,SURG,High,Resolved,40,2025-11-03 05:39:19.204340,2025-11-03 12:43:37.092277,8
288,ICU,Medium,Resolved,22,2025-06-05 03:48:19.204340,2025-06-05 11:55:57.278819,3
289,SURG,Medium,Resolved,34,2025-08-11 11:26:19.204340,2025-08-11 22:30:06.728048,10
290,ER,Medium,Resolved,15,2025-06-28 05:24:19.204340,2025-06-28 15:52:04.894042,2
291,RAD,Medium,Resolved,86,2025-08-31 04:53:19.204340,2025-08-31 18:26:55.891298,8
292,SURG,Medium,Resolved,31,2026-01-15 02:41:19.204340,2026-01-15 08:37:20.150451,5
293,ICU,Low,Resolved,24,2025-06-05 02:19:19.204340,2025-06-05 16:17:18.378742,10
294,PEDS,Low,Resolved,74,2026-02-25 05:22:19.204340,2026-02-26 20:14:00.666185,6
295,RAD,Medium,Resolved,78,2025-09-11 04:30:19.204340,2025-09-11 15:31:02.611178,2
296,ER,Medium,Resolved,14,2026-01-26 02:59:19.204340,2026-01-26 08:25:13.386233,3
297,PEDS,Low,Resolved,69,2025-08-18 04:18:19.204340,2025-08-20 21:31:28.671345,6
298,OPD,Medium,Resolved,49,2026-01-09 04:57:19.204340,2026-01-09 16:38:28.321651,6
299,SURG,Medium,Resolved,37,2026-01-28 00:46:19.204340,2026-01-28 06:59:07.184831,10
300,OPD,Low,Resolved,60,2025-05-04 07:04:19.204340,2025-05-06 04:01:17.618443,10
301,SURG,Medium,Resolved,31,2025-04-12 01:17:19.204340,2025-04-12 08:13:42.246160,5
302,SURG,Medium,Resolved,44,2026-02-03 06:20:19.204340,2026-02-03 22:34:02.151113,1
303,CARD,Medium,Resolved,92,2025-12-09 21:58:19.204340,2025-12-10 09:49:46.973920,8
304,CARD,Medium,Resolved,93,2026-01-20 08:31:19.204340,2026-01-20 22:13:42.916753,10
305,PEDS,Low,Resolved,64,2025-11-17 02:02:19.204340,2025-11-18 08:06:25.221895,4
306,OPD,High,Resolved,48,2025-06-29 22:01:19.204340,2025-06-30 01:32:50.020050,7
307,ER,Low,Resolved,10,2025-10-25 21:08:19.204340,2025-10-26 18:13:17.053340,5
308,SURG,Medium,Resolved,43,2025-07-28 05:23:19.204340,2025-07-28 13:56:35.416010,4
309,PEDS,Medium,Resolved,70,2025-05-22 12:01:19.204340,2025-05-22 22:34:30.955726,6
310,SURG,Medium,Resolved,34,2025-04-04 01:41:19.204340,2025-04-04 10:39:50.033338,10
311,SURG,Low,Resolved,32,2025-11-23 02:08:19.204340,2025-11-24 16:49:04.749337,4
312,OPD,Medium,Resolved,46,2025-12-02 00:01:19.204340,2025-12-02 13:40:39.287658,9
313,OPD,Medium,Resolved,57,2025-06-10 03:28:19.204340,2025-06-10 08:45:48.761036,4
314,ER,Medium,Resolved,12,2025-09-04 03:22:19.204340,2025-09-04 17:57:32.549615,3
315,PEDS,Medium,Resolved,75,2025-09-25 03:42:19.204340,2025-09-25 19:26:52.082930,2
316,SURG,Medium,Resolved,35,2025-08-07 01:45:19.204340,2025-08-07 09:37:29.112711,6
317,PEDS,Low,Resolved,70,2025-11-10 01:00:19.204340,2025-11-12 06:31:27.139701,1
318,ER,Low,Resolved,5,2025-03-26 07:31:19.204340,2025-03-28 10:52:51.285833,10
319,SURG,Medium,Resolved,44,2025-07-12 07:53:19.204340,2025-07-12 18:48:17.743047,10
320,OPD,Low,Resolved,59,2025-07-04 06:07:19.204340,2025-07-05 22:02:10.072223,10
321,ER,High,Resolved,14,2025-09-26 04:40:19.204340,2025-09-26 13:45:25.163647,2
322,SURG,Low,Resolved,42,2025-08-20 00:39:19.204340,2025-08-20 23:33:38.594031,7
323,ICU,Low,Resolved,16,2025-12-15 02:52:19.204340,2025-12-16 06:18:22.896272,4
324,PEDS,Low,Resolved,66,2025-12-05 22:11:19.204340,2025-12-07 04:27:44.754005,2
325,OPD,High,Resolved,53,2025-03-16 06:12:19.204340,2025-03-16 08:58:39.617734,9
326,SURG,Medium,Resolved,35,2025-05-26 02:19:19.204340,2025-05-26 20:24:41.910882,8
327,SURG,Low,Resolved,42,2025-03-11 06:07:19.204340,2025-03-12 19:47:32.615999,10
328,ICU,Low,Resolved,18,2025-04-02 06:03:19.204340,2025-04-03 00:22:25.607787,10
329,ER,Medium,Resolved,5,2025-11-14 04:52:19.204340,2025-11-14 11:11:17.113509,4
330,ICU,Medium,Resolved,18,2026-01-01 05:09:19.204340,2026-01-01 15:51:00.022154,7
331,PEDS,Medium,Resolved,68,2025-10-08 01:04:19.204340,2025-10-08 05:03:21.338228,2
332,RAD,Medium,Resolved,90,2025-10-30 19:17:19.204340,2025-10-31 08:20:58.510193,4
333,ER,Medium,Resolved,5,2026-02-23 23:16:19.204340,2026-02-24 03:26:01.926568,5
334,SURG,Medium,Resolved,36,2025-08-28 06:14:19.204340,2025-08-29 02:14:27.566006,6
335,ER,High,Resolved,14,2025-12-28 01:49:19.204340,2025-12-28 02:31:43.111591,5
336,PEDS,Medium,Resolved,63,2025-06-01 04:14:19.204340,2025-06-01 13:45:13.324525,1
337,ICU,Medium,Resolved,21,2025-12-21 02:06:19.204340,2025-12-21 13:12:34.506378,6
338,PEDS,Low,Resolved,68,2026-01-02 05:00:19.204340,2026-01-04 02:57:03.648360,6
339,ER,High,Resolved,11,2025-12-05 05:25:19.204340,2025-12-05 13:03:39.442474,9
340,PEDS,Low,Resolved,64,2025-10-15 00:54:19.204340,2025-10-16 12:10:41.886301,1
341,OPD,High,Resolved,59,2025-09-18 10:13:19.204340,2025-09-18 10:48:18.749315,2
342,ICU,Low,Resolved,16,2025-04-21 04:42:19.204340,2025-04-22 17:15:21.077092,4
343,SURG,Medium,Resolved,38,2025-12-25 01:28:19.204340,2025-12-25 19:33:29.661111,6
344,RAD,Medium,Pending,85,2026-03-02 07:33:19.204340,,1
345,ICU,Medium,Resolved,19,2025-06-07 19:37:19.204340,2025-06-08 22:12:44.649876,2
346,SURG,Medium,Resolved,39,2025-06-21 04:00:19.204340,2025-06-21 12:09:33.609032,5
347,SURG,Low,Resolved,45,2025-09-13 04:06:19.204340,2025-09-15 11:52:46.968373,10
348,CARD,Low,Resolved,98,2025-03-03 14:02:19.204340,2025-03-05 01:52:52.424905,7
349,PEDS,Low,Resolved,68,2025-05-28 08:59:19.204340,2025-05-29 14:42:57.241152,10
350,ICU,Medium,Resolved,18,2025-11-19 02:48:19.204340,2025-11-19 16:10:10.037801,5
351,ICU,Medium,Resolved,27,2025-12-23 03:21:19.204340,2025-12-23 15:30:30.015627,7
352,OPD,Medium,Resolved,60,2025-06-25 02:25:19.204340,2025-06-25 10:54:18.600860,8
353,ICU,High,Resolved,30,2025-04-11 03:36:19.204340,2025-04-11 09:09:15.363449,8
354,SURG,Low,Resolved,45,2025-03-22 21:35:19.204340,2025-03-23 18:31:47.972385,10
355,CARD,High,Resolved,99,2025-11-07 23:18:19.204340,2025-11-08 03:26:21.303082,1
356,ER,Low,Resolved,13,2026-03-01 07:05:19.204340,2026-03-02 07:17:10.104922,5
357,RAD,High,Resolved,80,2026-01-23 21:43:19.204340,2026-01-23 22:59:05.401685,5
358,SURG,High,Resolved,41,2025-03-28 08:13:19.204340,2025-03-28 08:47:58.391396,6
359,PEDS,Medium,Resolved,63,2025-07-11 23:31:19.204340,2025-07-12 11:09:16.913224,5
360,ICU,Low,Resolved,24,2025-11-01 22:36:19.204340,2025-11-03 02:41:13.070433,1
361,SURG,High,Resolved,36,2025-05-12 04:48:19.204340,2025-05-12 08:44:20.825400,9
362,PEDS,Medium,Resolved,69,2025-03-03 18:27:19.204340,2025-03-04 01:38:12.192730,7
363,PEDS,Low,Resolved,61,2025-07-05 01:26:19.204340,2025-07-07 17:00:32.713198,1
364,ICU,Medium,Resolved,17,2025-04-18 03:29:19.204340,2025-04-18 17:08:37.026905,1
365,OPD,Low,Resolved,52,2025-05-14 21:26:19.204340,2025-05-16 12:18:24.845827,8
366,CARD,Low,Resolved,95,2026-01-08 07:40:19.204340,2026-01-10 10:56:43.026378,4
367,CARD,Medium,Resolved,103,2025-11-18 23:42:19.204340,2025-11-19 10:35:38.158388,4
368,CARD,Medium,Resolved,101,2025-08-08 21:50:19.204340,2025-08-09 10:57:51.448121,1
369,ER,Low,Resolved,5,2025-04-13 02:04:19.204340,2025-04-14 15:08:08.938785,5
370,CARD,Medium,Resolved,91,2025-03-09 22:44:19.204340,2025-03-10 03:48:10.572948,2
371,RAD,Medium,Resolved,80,2026-02-19 06:45:19.204340,2026-02-19 22:42:56.990969,4
372,ICU,Medium,Resolved,25,2025-04-14 08:48:19.204340,2025-04-14 15:18:02.953177,4
373,CARD,Medium,Resolved,95,2025-07-25 04:24:19.204340,2025-07-25 13:04:53.761686,10
374,SURG,High,Resolved,45,2025-05-29 03:25:19.204340,2025-05-29 05:31:06.132199,4
375,ICU,High,Resolved,23,2025-09-07 01:31:19.204340,2025-09-07 07:51:13.515199,3
376,PEDS,Low,Resolved,61,2026-01-11 02:57:19.204340,2026-01-12 19:19:47.752504,5
377,OPD,Low,Resolved,57,2026-01-04 11:27:19.204340,2026-01-05 19:08:22.326123,4
378,RAD,Medium,Resolved,81,2025-03-17 22:23:19.204340,2025-03-18 02:41:58.329943,8
379,CARD,High,Resolved,101,2026-01-09 02:31:19.204340,2026-01-09 04:00:32.336620,3
380,RAD,Low,Resolved,79,2025-12-01 21:29:19.204340,2025-12-03 05:39:52.482975,3
381,OPD,Medium,Resolved,58,2025-12-27 09:55:19.204340,2025-12-28 12:16:04.857359,5
382,CARD,High,Resolved,94,2025-09-08 07:32:19.204340,2025-09-08 08:36:14.630096,9
383,RAD,Medium,Resolved,81,2025-10-26 03:24:19.204340,2025-10-26 12:50:02.044200,8
384,ER,Medium,Resolved,12,2025-05-07 03:34:19.204340,2025-05-07 16:07:39.880563,2
385,RAD,High,Resolved,87,2025-10-22 09:35:19.204340,2025-10-22 14:57:52.524707,7
386,CARD,High,Resolved,98,2025-12-20 10:50:19.204340,2025-12-20 16:44:38.035460,1
387,SURG,Medium,Resolved,39,2025-09-18 22:23:19.204340,2025-09-19 21:43:06.070325,7
388,SURG,Medium,Resolved,31,2025-11-06 09:00:19.204340,2025-11-06 13:10:39.736927,8
389,CARD,Medium,Resolved,96,2025-08-26 07:24:19.204340,2025-08-26 10:46:56.355504,5
390,SURG,High,Resolved,39,2025-05-19 21:15:19.204340,2025-05-20 02:00:53.267647,4
391,ICU,Medium,Resolved,20,2025-12-10 04:00:19.204340,2025-12-10 16:40:36.462683,2
392,ER,Medium,Resolved,6,2025-12-11 04:12:19.204340,2025-12-11 10:35:57.242806,9
393,SURG,Medium,Resolved,36,2025-07-10 00:30:19.204340,2025-07-10 05:12:02.434265,5
394,RAD,Medium,Resolved,87,2025-05-07 19:54:19.204340,2025-05-08 05:30:49.783038,1
395,RAD,Low,Resolved,85,2025-05-04 03:12:19.204340,2025-05-06 08:36:15.016382,10
396,SURG,Medium,Resolved,41,2025-09-04 14:01:19.204340,2025-09-04 21:42:17.335869,8
397,CARD,Medium,Resolved,91,2025-09-22 10:31:19.204340,2025-09-22 14:47:15.042623,6
398,SURG,High,Resolved,41,2025-08-29 02:07:19.204340,2025-08-29 05:54:38.606889,8
399,ICU,High,Resolved,17,2025-03-12 21:53:19.204340,2025-03-13 07:21:03.479838,3
400,PEDS,Medium,Resolved,71,2025-12-09 03:56:19.204340,2025-12-09 13:02:58.585378,10
401,ICU,Medium,Resolved,26,2025-05-09 04:00:19.204340,2025-05-09 12:31:42.921862,4
402,ICU,Low,Resolved,21,2025-07-22 06:33:19.204340,2025-07-23 12:07:48.444584,4
403,RAD,Low,Resolved,88,2025-12-12 21:57:19.204340,2025-12-15 00:40:24.781836,8
404,CARD,Medium,Resolved,92,2025-07-16 04:49:19.204340,2025-07-16 14:43:39.739364,3
405,RAD,High,Resolved,77,2026-02-26 04:31:19.204340,2026-02-26 11:37:39.152401,2
406,SURG,Medium,Resolved,33,2025-10-03 23:11:19.204340,2025-10-04 08:50:16.610347,2
407,ER,Medium,Resolved,8,2025-10-10 01:25:19.204340,2025-10-10 03:44:22.395318,2
408,CARD,Medium,Resolved,95,2025-11-13 08:14:19.204340,2025-11-13 11:49:01.757340,10
409,CARD,Medium,Resolved,98,2025-07-08 08:30:19.204340,2025-07-08 15:02:40.440294,10
410,PEDS,Low,Resolved,68,2025-12-03 19:53:19.204340,2025-12-05 18:32:46.917915,7
411,RAD,Low,Resolved,87,2025-05-29 07:29:19.204340,2025-05-31 08:57:01.490127,4
412,PEDS,Medium,Resolved,72,2025-06-26 04:41:19.204340,2025-06-26 07:03:15.158301,7
413,RAD,Medium,Resolved,86,2025-10-01 03:18:19.204340,2025-10-01 15:51:59.835397,8
414,SURG,Medium,Resolved,35,2025-05-15 08:48:19.204340,2025-05-15 17:06:52.829323,8
415,CARD,High,Resolved,100,2025-06-01 01:45:19.204340,2025-06-01 03:19:56.604920,6
416,ER,Medium,Resolved,3,2025-11-30 01:53:19.204340,2025-11-30 23:03:24.601895,7
417,OPD,Low,Resolved,50,2025-11-07 22:14:19.204340,2025-11-09 12:16:48.375071,6
418,RAD,Medium,Resolved,76,2025-10-08 05:24:19.204340,2025-10-08 12:29:17.125381,9
419,CARD,Medium,Resolved,96,2025-12-18 03:32:19.204340,2025-12-18 18:00:27.672154,3
420,RAD,Medium,Resolved,77,2026-02-23 11:55:19.204340,2026-02-23 20:42:35.686924,7
421,ICU,Low,Resolved,20,2026-02-13 05:36:19.204340,2026-02-14 09:18:18.961045,7
422,OPD,Medium,Resolved,53,2025-05-07 02:05:19.204340,2025-05-07 09:42:36.702294,7
423,PEDS,Medium,Resolved,73,2025-07-16 10:01:19.204340,2025-07-16 22:42:26.195264,9
424,PEDS,Medium,Resolved,61,2025-11-30 01:44:19.204340,2025-11-30 11:56:18.112209,2
425,RAD,Low,Resolved,89,2025-11-16 10:28:19.204340,2025-11-17 03:03:24.171029,7
426,ICU,Medium,Resolved,29,2025-10-14 06:26:19.204340,2025-10-15 00:54:11.488993,2
427,ER,High,Resolved,1,2025-04-16 00:51:19.204340,2025-04-16 03:19:06.604830,3
428,OPD,High,Resolved,56,2026-02-05 04:43:19.204340,2026-02-05 12:40:31.118878,6
429,SURG,Medium,Resolved,32,2025-09-09 08:32:19.204340,2025-09-10 09:18:41.607202,5
430,RAD,Low,Resolved,78,2026-01-05 03:55:19.204340,2026-01-06 13:17:04.046554,6
431,SURG,Medium,Resolved,42,2025-10-10 05:19:19.204340,2025-10-10 22:35:26.247017,7
432,PEDS,Medium,Resolved,62,2025-03-07 23:42:19.204340,2025-03-08 13:42:28.236830,4
433,OPD,Medium,Resolved,59,2026-02-24 22:40:19.204340,2026-02-25 11:23:35.574646,1
434,ICU,High,Resolved,22,2026-02-27 23:09:19.204340,2026-02-28 03:47:00.672508,6
435,PEDS,Low,Resolved,61,2025-09-14 01:15:19.204340,2025-09-15 11:55:55.708500,1
436,ER,Medium,Resolved,7,2025-12-27 12:46:19.204340,2025-12-28 13:45:26.498420,4
437,OPD,Medium,Resolved,55,2025-08-16 13:54:19.204340,2025-08-17 20:43:34.368311,10
438,SURG,Medium,Resolved,44,2025-03-22 04:47:19.204340,2025-03-22 19:36:15.094400,2
439,SURG,Medium,In Progress,34,2026-03-02 01:40:19.204340,,5
440,ER,Medium,Resolved,13,2025-08-14 04:28:19.204340,2025-08-14 17:06:38.761276,3
441,CARD,Medium,Resolved,103,2025-03-26 07:07:19.204340,2025-03-27 08:39:15.143288,4
442,RAD,Medium,Resolved,78,2025-05-13 02:02:19.204340,2025-05-13 06:53:47.929622,3
443,OPD,Medium,Resolved,53,2025-06-08 07:25:19.204340,2025-06-09 01:55:16.003779,8
444,RAD,Medium,Resolved,85,2025-03-17 08:10:19.204340,2025-03-17 16:36:22.935681,5
445,OPD,High,Resolved,56,2025-11-05 22:14:19.204340,2025-11-05 23:53:11.916236,8
446,CARD,Low,Resolved,92,2025-09-22 08:12:19.204340,2025-09-23 20:19:25.677161,7
447,OPD,Low,Resolved,59,2025-04-20 03:07:19.204340,2025-04-21 20:55:31.536185,8
448,RAD,Medium,Resolved,80,2025-10-19 23:47:19.204340,2025-10-20 15:13:57.415762,10
449,ER,Medium,Resolved,14,2026-02-25 05:58:19.204340,2026-02-25 10:39:52.189411,8
450,PEDS,High,Resolved,73,2025-03-16 22:11:19.204340,2025-03-17 02:25:00.648829,8
451,SURG,Medium,Resolved,34,2025-05-07 06:17:19.204340,2025-05-07 16:14:21.697490,4
452,PEDS,Medium,Resolved,66,2025-08-31 02:35:19.204340,2025-08-31 11:23:55.759726,2
453,CARD,Medium,Resolved,102,2025-11-09 01:46:19.204340,2025-11-10 04:52:11.386364,10
454,OPD,Low,Resolved,50,2025-11-11 04:38:19.204340,2025-11-13 00:15:23.883855,2
455,ER,Medium,Resolved,4,2026-01-31 04:31:19.204340,2026-01-31 19:04:28.577118,1
456,SURG,Medium,Resolved,37,2025-08-31 23:23:19.204340,2025-09-01 15:55:31.138430,10
457,ER,High,Resolved,4,2025-03-15 05:42:19.204340,2025-03-15 11:59:45.659882,6
458,OPD,Medium,Resolved,50,2025-11-13 05:50:19.204340,2025-11-13 09:53:44.126873,6
459,PEDS,Low,Resolved,69,2025-03-17 02:00:19.204340,2025-03-19 02:40:50.480076,4
460,PEDS,Low,Resolved,66,2026-01-27 00:48:19.204340,2026-01-28 07:42:18.958186,10
461,SURG,High,Resolved,44,2025-10-01 04:19:19.204340,2025-10-01 04:36:20.219375,6
462,ICU,Low,Resolved,24,2025-10-23 05:55:19.204340,2025-10-25 10:59:57.007610,1
463,CARD,Medium,Resolved,102,2025-12-11 07:59:19.204340,2025-12-11 20:29:40.823653,5
464,ICU,Low,Resolved,23,2025-05-01 06:39:19.204340,2025-05-03 03:26:25.239345,5
465,ER,Medium,Resolved,13,2025-10-21 08:24:19.204340,2025-10-21 22:54:23.418679,3
466,RAD,High,Resolved,82,2025-04-09 01:45:19.204340,2025-04-09 04:25:07.964928,7
467,RAD,Low,Resolved,77,2025-12-28 00:00:19.204340,2025-12-28 21:22:43.235831,10
468,ER,Low,Resolved,2,2025-07-07 05:02:19.204340,2025-07-07 22:10:04.440995,8
469,SURG,Low,Resolved,35,2025-08-17 01:30:19.204340,2025-08-19 03:23:36.393017,10
470,ER,Medium,Resolved,7,2025-11-30 04:52:19.204340,2025-11-30 20:39:46.648547,9
471,ER,Low,Resolved,8,2025-06-29 07:59:19.204340,2025-06-30 05:06:14.123919,3
472,OPD,Medium,Resolved,59,2025-03-17 04:12:19.204340,2025-03-17 19:53:36.336889,3
473,CARD,High,Resolved,97,2025-04-14 02:40:19.204340,2025-04-14 08:18:25.251082,3
474,SURG,Low,Resolved,42,2025-10-29 06:22:19.204340,2025-10-30 19:29:18.778409,7
475,RAD,Low,Resolved,90,2025-03-26 07:09:19.204340,2025-03-26 17:44:37.190130,4
476,OPD,Medium,Resolved,57,2025-06-09 01:48:19.204340,2025-06-09 12:13:39.948253,2
477,ICU,High,Resolved,22,2025-04-07 03:00:19.204340,2025-04-07 06:10:15.513634,9
478,OPD,Medium,Resolved,55,2025-08-09 09:13:19.204340,2025-08-09 12:05:03.056197,3
479,PEDS,Medium,Resolved,72,2025-09-15 21:56:19.204340,2025-09-16 09:09:58.722860,7
480,SURG,Low,Resolved,44,2026-01-07 22:40:19.204340,2026-01-10 06:27:00.753926,5
481,CARD,High,Resolved,94,2025-06-29 08:14:19.204340,2025-06-29 09:11:45.646370,6
482,CARD,Medium,Resolved,96,2025-07-19 05:12:19.204340,2025-07-19 12:09:20.595708,7
483,OPD,High,Resolved,56,2025-07-14 00:21:19.204340,2025-07-14 06:38:01.834669,3
484,RAD,High,Resolved,77,2025-05-01 01:19:19.204340,2025-05-01 02:58:16.834493,2
485,RAD,Low,In Progress,82,2026-03-02 03:50:19.204340,,9
486,PEDS,Low,Resolved,74,2026-01-28 22:18:19.204340,2026-01-30 05:42:31.587102,5
487,OPD,Medium,Resolved,49,2025-03-29 01:09:19.204340,2025-03-29 10:34:35.611549,6
488,SURG,Medium,Resolved,42,2025-08-09 05:11:19.204340,2025-08-09 20:11:48.264344,10
489,OPD,Medium,Resolved,52,2025-10-03 01:57:19.204340,2025-10-03 17:26:38.260200,5
490,OPD,Medium,Resolved,58,2025-07-16 05:13:19.204340,2025-07-16 20:53:36.884742,3
491,RAD,Medium,Resolved,79,2025-07-19 11:26:19.204340,2025-07-19 16:56:22.536455,4
492,ER,Low,Resolved,3,2025-10-26 08:13:19.204340,2025-10-27 16:12:23.815068,6
493,ICU,Medium,Resolved,29,2025-11-18 08:56:19.204340,2025-11-18 18:30:03.106850,6
494,SURG,Medium,Resolved,40,2025-07-01 06:32:19.204340,2025-07-01 18:37:26.121536,3
495,ICU,Medium,Resolved,28,2025-05-11 05:41:19.204340,2025-05-11 21:05:04.859874,3
496,ICU,High,Resolved,17,2025-03-18 06:05:19.204340,2025-03-18 08:32:17.823279,3
497,SURG,Low,Resolved,39,2025-04-10 08:32:19.204340,2025-04-11 15:38:14.540179,8
498,ER,Low,Resolved,14,2025-10-21 02:43:19.204340,2025-10-23 10:02:36.846859,1
499,ICU,Low,Resolved,16,2026-01-20 05:50:19.204340,2026-01-21 01:51:20.603096,4
500,ER,Medium,Resolved,9,2025-12-27 05:19:19.204340,2025-12-27 11:56:09.642171,10
501,SURG,Medium,Resolved,41,2026-01-22 05:13:19.204340,2026-01-23 06:45:24.247902,7
502,ER,Medium,Resolved,9,2025-11-05 22:39:19.204340,2025-11-06 01:22:36.398858,4
503,OPD,Low,Resolved,56,2025-05-09 07:04:19.204340,2025-05-11 03:59:03.600949,10
504,PEDS,Low,Resolved,69,2025-07-30 06:48:19.204340,2025-07-31 15:04:25.273154,10
505,SURG,Low,Resolved,32,2025-09-21 19:43:19.204340,2025-09-24 06:57:33.075268,4
506,SURG,Low,Resolved,33,2025-08-27 23:47:19.204340,2025-08-30 09:34:33.897376,5
507,PEDS,Low,Resolved,72,2026-03-01 01:57:19.204340,2026-03-02 02:44:51.809919,10
508,OPD,Low,Resolved,56,2025-07-16 05:28:19.204340,2025-07-18 03:24:49.226075,10
509,OPD,Low,Resolved,59,2025-10-19 22:31:19.204340,2025-10-20 15:43:30.730353,1
510,ICU,Low,Resolved,17,2025-11-27 01:12:19.204340,2025-11-27 23:12:20.724364,5
511,SURG,Medium,Resolved,45,2025-03-14 02:57:19.204340,2025-03-14 18:38:55.098194,10
512,ER,High,Resolved,10,2025-04-03 21:31:19.204340,2025-04-04 00:56:24.372108,5
513,PEDS,Low,Resolved,71,2025-10-12 23:34:19.204340,2025-10-14 21:24:38.098617,8
514,SURG,Medium,Resolved,45,2025-08-14 04:53:19.204340,2025-08-14 22:57:09.183427,9
515,ICU,Low,Resolved,19,2025-11-18 05:36:19.204340,2025-11-19 00:01:26.143839,1
516,ER,Low,Resolved,5,2025-03-15 08:05:19.204340,2025-03-16 21:22:17.162037,3
517,RAD,Low,Resolved,88,2025-03-25 07:00:19.204340,2025-03-26 15:57:04.438677,6
518,PEDS,Low,Resolved,62,2025-08-13 07:47:19.204340,2025-08-14 06:15:50.855677,10
519,SURG,Medium,Resolved,31,2025-04-04 00:25:19.204340,2025-04-04 04:20:06.869095,1
520,RAD,Medium,Resolved,83,2025-05-19 20:24:19.204340,2025-05-20 10:04:00.870968,6
521,ER,High,Resolved,13,2025-07-21 09:48:19.204340,2025-07-21 13:42:25.337116,2
522,RAD,Low,Resolved,83,2026-01-06 23:17:19.204340,2026-01-09 08:48:16.188962,1
523,CARD,Low,Resolved,103,2025-04-13 01:11:19.204340,2025-04-13 17:08:38.029409,10
524,OPD,Medium,Resolved,49,2025-10-12 21:08:19.204340,2025-10-13 05:16:17.671359,5
525,ER,High,Resolved,2,2025-10-18 00:45:19.204340,2025-10-18 02:23:42.576726,8
526,OPD,Medium,Resolved,58,2025-09-08 08:42:19.204340,2025-09-08 17:27:03.427539,10
527,SURG,Medium,Resolved,34,2025-05-10 02:37:19.204340,2025-05-10 09:49:31.361669,9
528,OPD,Low,Resolved,55,2025-07-19 22:17:19.204340,2025-07-21 23:24:49.434356,10
529,OPD,Low,Resolved,54,2025-05-05 02:28:19.204340,2025-05-07 09:09:32.929398,9
530,CARD,Medium,Resolved,91,2025-10-12 04:04:19.204340,2025-10-12 13:18:38.060927,8
531,ICU,High,Resolved,16,2025-07-09 07:19:19.204340,2025-07-09 08:16:29.502951,4
532,OPD,Medium,Resolved,49,2025-03-23 02:44:19.204340,2025-03-23 18:22:38.777574,10
533,SURG,Medium,Resolved,36,2025-05-28 09:32:19.204340,2025-05-28 17:33:58.219021,2
534,ER,Medium,Resolved,3,2025-10-25 04:43:19.204340,2025-10-25 20:24:37.839328,4
535,ICU,High,Resolved,26,2025-12-02 22:50:19.204340,2025-12-03 01:28:34.649984,5
536,ER,Low,Resolved,15,2025-04-29 19:03:19.204340,2025-05-01 15:40:35.143340,8
537,OPD,Medium,Resolved,56,2025-05-19 02:20:19.204340,2025-05-19 09:05:05.969273,1
538,PEDS,Medium,Resolved,74,2025-09-17 05:25:19.204340,2025-09-17 10:13:30.851822,7
539,SURG,Medium,Resolved,31,2025-05-22 04:19:19.204340,2025-05-22 12:45:20.747136,9
540,ER,Medium,Resolved,3,2025-09-20 11:54:19.204340,2025-09-21 00:45:30.956346,10
541,ER,High,Resolved,15,2025-08-23 21:02:19.204340,2025-08-24 02:42:08.671773,8
542,CARD,Low,Resolved,96,2025-05-16 15:40:19.204340,2025-05-18 10:16:43.083190,8
543,RAD,Medium,Resolved,78,2025-12-03 22:26:19.204340,2025-12-04 11:16:09.030784,4
544,CARD,High,Resolved,97,2026-01-28 06:36:19.204340,2026-01-28 12:59:18.228186,8
545,ER,Medium,Resolved,1,2025-08-25 06:51:19.204340,2025-08-25 17:55:52.107134,5
546,ICU,Low,Resolved,17,2025-04-05 06:15:19.204340,2025-04-06 13:46:31.979141,4
547,OPD,Low,Resolved,48,2025-09-22 06:26:19.204340,2025-09-23 08:59:41.908586,5
548,ER,Low,Resolved,1,2025-06-17 02:00:19.204340,2025-06-18 16:27:00.803313,1
549,CARD,Medium,Resolved,97,2025-09-12 06:25:19.204340,2025-09-12 15:57:25.298583,4
550,ER,Medium,Resolved,7,2025-07-14 09:02:19.204340,2025-07-15 03:47:35.393031,1
